CPU;Latency;IOPS
% Processor Time;Avg. Disk sec/Transfer;Disk Transfers/sec
7.343538761;0.018777097;6360.119629
6.453520298;0.018788572;6369.842285
5.881810665;0.020310527;5871.964355
6.063703537;0.019898631;6008.160156
6.253116131;0.020047648;5963.812012
6.825004578;0.019781178;6042.54834
7.431880474;0.019453775;6156.655762
6.061981678;0.019398235;6143.296875
6.270157337;0.019299746;6204.846191
6.862356663;0.01965352;6094.992188
6.117240429;0.020157432;5934.154297
5.654272556;0.020589208;5800.086914
5.625388622;0.019703187;6075.608398
7.209362507;0.019836314;6031.007813
6.816341877;0.019837538;6025.331543
6.666478157;0.019895552;6013.64502
5.904772758;0.020474566;5854.653809
6.587552071;0.019621294;6107.459473
5.771657944;0.020133754;5932.383789
6.328483105;0.020042811;5976.083496
7.006876469;0.020102251;5945.551758
5.554334641;0.019712878;6062.524902
5.881515503;0.02110761;5659.126953
7.519194126;0.020439003;5871.731934
6.484254837;0.019888405;6023.560547
5.80310297;0.020899968;5723.362793
6.451653481;0.019934483;5992.782227
5.97254324;0.019752003;6059.962402
5.910459042;0.020051623;5970.023926
6.464490414;0.020014238;5985.367188
5.375782967;0.019935274;5996.637695
6.136195183;0.020087386;5942.058105
5.916232109;0.020916607;5728.575195
6.076890469;0.020496078;5827.314941
6.296701431;0.021143932;5675.152344
5.46915102;0.02076821;5764.273438
6.507227421;0.019453937;6143.157715
6.024435043;0.019634256;6099.246582
6.140063763;0.019840082;6012.779297
6.312657356;0.01995931;5992.119141
6.101471901;0.020174045;5935.031738
6.09795475;0.020116944;5948.396973
6.784029007;0.019378113;6160.494141
6.373464108;0.020209106;5923.839355
5.656881809;0.019964486;6002.558105
7.369977474;0.019782791;6030.818359
5.996955872;0.019939233;6004.507813
6.078404903;0.020927554;5709.260254
5.727283478;0.021805415;5486.063477
6.095184326;0.020187542;5925.96875
6.604679585;0.019990886;5993.001953
5.507487774;0.02033635;5888.335449
6.742551327;0.01963627;6062.696777
5.393872261;0.019926449;6021.979004
6.008471489;0.02059509;5810.406738
6.23749876;0.020673282;5782.260742
6.50362587;0.020457353;5851.508301
5.60600996;0.019979937;6000.489258
6.30739069;0.046557792;14.29020596
6.337836742;0.020573828;5776.429199
